mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,rms,label
-431.0623779296875,132.49819946289062,-4.524440765380859,51.34855651855469,-7.444857120513916,24.792776107788086,-18.731433868408203,6.819059371948242,-7.619671821594238,-4.742765426635742,-9.343218803405762,-0.4949302077293396,-3.010993003845215,0.008915551006793976,0.0
-442.1240539550781,138.67832946777344,-17.224220275878906,63.2447509765625,-8.782713890075684,32.65080642700195,-27.710262298583984,8.875604629516602,-5.806623458862305,-3.064159870147705,-10.50588321685791,-0.6821222305297852,-3.303924798965454,0.006836401764303446,1.0
-377.7517395019531,117.4113540649414,-5.309017658233643,33.78242492675781,-8.344132423400879,19.202251434326172,-12.261046409606934,-0.7392920851707458,-7.22688102722168,-0.7732229232788086,-6.266373634338379,-1.3417720794677734,-7.834930419921875,0.024040285497903824,1.0
-353.7063903808594,102.90853881835938,-4.306861877441406,19.329933166503906,-4.654727458953857,16.28154182434082,-4.976090431213379,-4.967091083526611,-8.001787185668945,-2.5993499755859375,-10.833070755004883,-3.6370625495910645,-11.912429809570312,0.04004122316837311,1.0
-351.9494934082031,105.97447967529297,-5.605011940002441,25.528759002685547,-4.9271368980407715,14.1030855178833,-9.455639839172363,-3.622408628463745,-8.61441707611084,-2.3600194454193115,-8.663187980651855,1.2708829641342163,-5.9640936851501465,0.036113440990448,1.0
-455.6180419921875,140.60726928710938,0.560410737991333,45.30769348144531,-6.8960041999816895,28.985288619995117,-11.323787689208984,7.631161212921143,-7.140626907348633,-3.3077361583709717,-7.299252986907959,-2.683218240737915,-3.8959696292877197,0.0068123056553304195,1.0
-406.2537841796875,120.88243103027344,-3.1095144748687744,37.06574630737305,-3.0232295989990234,17.886764526367188,-9.322173118591309,0.03668536618351936,-4.210317134857178,-3.7270781993865967,-7.542293548583984,1.738651990890503,-5.187969207763672,0.014417462050914764,1.0
-369.2044982910156,115.26746368408203,-11.803409576416016,34.6950569152832,-5.583138465881348,16.676477432250977,-11.889083862304688,0.9368824362754822,-3.364732503890991,-1.516979694366455,-9.214334487915039,-0.6738032102584839,-7.122673034667969,0.029124369844794273,1.0
-366.3665466308594,104.01045989990234,-9.764803886413574,33.026344299316406,4.627334117889404,14.449265480041504,-10.935286521911621,-4.657621383666992,-0.38077884912490845,0.5207461714744568,-12.493400573730469,-1.099963665008545,-7.576590538024902,0.026584992185235023,1.0
-417.5219421386719,123.95584869384766,-3.174794912338257,36.28508377075195,-0.47798487544059753,24.933917999267578,-13.48011589050293,1.1506776809692383,-1.8871266841888428,-1.9252941608428955,-7.457766056060791,-4.968277931213379,-7.999719619750977,0.011552327312529087,1.0
-417.95465087890625,129.39845275878906,-6.697580814361572,39.020416259765625,-5.18417501449585,28.483009338378906,-17.700908660888672,2.789245128631592,-6.511531352996826,-0.39761143922805786,-6.203083515167236,-2.1932971477508545,-7.011470794677734,0.0101727694272995,1.0
-342.6147155761719,115.25250244140625,-27.520078659057617,39.967315673828125,-8.306821823120117,15.639875411987305,-17.519649505615234,-4.485496520996094,-3.672454833984375,2.041489362716675,-13.64823055267334,-0.41481512784957886,-5.211976051330566,0.02979351580142975,0.0
-425.6727600097656,128.2049102783203,-1.6339460611343384,42.97140884399414,-4.427310943603516,23.737102508544922,-13.958566665649414,4.805394172668457,-6.594060897827148,-1.4739806652069092,-7.261375427246094,-3.1915431022644043,-5.306715965270996,0.01056045014411211,0.0
